Business_Name,Rating,Total_Reviews,Stars,Review
Sports World Lindavista,4.3,669,3,"Buen servicio e instalaciones, el estacionamiento es más caro que otros clubes."
Sports World Lindavista,4.3,669,1,Good 👍 …
Sports World Lindavista,4.3,669,5,Excelente!
Sports World Lindavista,4.3,669,5,
Sports World Lindavista,4.3,669,3,
Sports World Lindavista,4.3,669,4,
Sports World Lindavista,4.3,669,5,
Sports World Lindavista,4.3,669,5,
Sports World Lindavista,4.3,669,4,
Sports World Lindavista,4.3,669,5,
Sports World Lindavista,4.3,669,5,
Sports World Lindavista,4.3,669,1,
Sports World Lindavista,4.3,669,4,
Sports World Lindavista,4.3,669,3,
Sports World Lindavista,4.3,669,3,
Sports World Lindavista,4.3,669,5,
Sports World Lindavista,4.3,669,3,
Sports World Manacar,4.4,831,5,Me encantó la sucursal. Está de buen tamaño. Hay alberca. Hay variedad de aparatos en buen estado.
Sports World Manacar,4.4,831,5,"Para mi gusto es de los mejores SW qué he podido visitar, se nota que es reciente porque el equipo todavía está en buenas condiciones, es medianamente grande, aunque no tiene tanto equipo pero está bien distribuido y aprovechan los espacios, además tiene una  muy buena ubicación y vista a la calle (incluyendo la alberca) aprovechando la luz natural."
Sports World Manacar,4.4,831,2,"A los que nos echaron de una sucursal cercana y nos obligaron a movernos aquí, no nos termina de gustar. Se llena horrores, hay gente muy naca que aparta aparatos y deja todo desacomodado, además la única vez que llegue a necesitar servicio médico , no estuvo disponible.

Cómo hay mucha gente a veces los vestidores estan sucios, falta equipo de pesas distribuido en otras zonas del gimnasio porque la gente ya no cabe. Lo que vale la pena son algunas clases, de ahí en fuera no lo recomiendo"
Sports World Manacar,4.4,831,1,"OJO si te captan para entrenar aquí por 1600 mx, no confíes terminaras pagando el precio normal , 1850 mx para luego 2500 y así, con la excusa que cada año se hace un re ajuste, cosa que es mentira... Bienvenidos el mundo de los negocios. SUERTE!"
Sports World Manacar,4.4,831,1,"Para nada recomiendo este gimnasio, hace meses tienen problemas para entregar toallas, llegas al club y te encuentras con que no te podrás duchar porque no hay con qué secarte y encima la gente de recepción se enoja si reclamas. No estoy pidiendo nada extraordinario simplemente que cumplan con lo pactado en el contrato pues mi mensualidad la pago en tiempo y forma como corresponde.
Si no cuidan al cliente, considerando los múltiples comentarios que hay en este sentido dudo mucho que se sostengan en el tiempo.
Próximo paso la denuncia correspondiente en PROFECO por incumplimiento de las cláusulas contractuales."
Sports World Manacar,4.4,831,1,"Tienen un problema con la disponibilidad de toallas. Ya en varias ocasiones me ha tocado que no hay y si vas a nadar no es como que te puedas salir mojado para esperar a que tengan toallas de nuevo.
Es un problema que ya tienen de meses y que no han arreglado,  francamente es injusto porque la mensualidad cae el primer día del mes y si pagamos en tiempo.
Yo dejaré de ir a esta sucursal porque es muy desagradable ir y que no tengan toalla y que su solución sea que lleves una por si acaso… y todavía se enojan si les pides que te den toallas chiquitas por lo menos para secarte porque vas a nadar"
Sports World Manacar,4.4,831,4,"Este club está muy bien puesto. Muy buenas áreas húmedas,  buena alberca. Muy buena zona de pesas y de csrdio.

Muchas clases en diversos horarios."
Sports World Manacar,4.4,831,4,"Me gusta que la alberca esta limpia, pero no me agrada que la gente deje sus accesorios para apartar lugar en el vapor e incluso organizadores de baño colgados de la puerta para apartar regaderas."
Sports World Manacar,4.4,831,1,"No respetaron mi contrato de postergación sólo porque la sucursal del Valle donde realice el tramite cerró, pesima atención y un gimnasio muy sucio obviamente me decidí cambiar a Sportcity y mil veces mejor"
Sports World Manacar,4.4,831,5,"Por lo general es muy buen club, mi única queja es sobre el vapor de caballeros, es muy fuerte deberían de bajarle la temperatura, sientes como te quema y tienes que abrir la puerta o salirte."
Sports World Manacar,4.4,831,4,"Esta agradable el gym, buen area de mancuernas, la parte de funcional me gustó, es de las más completas.

Los casilleros son de combinación magnética, y el área de regaderas bien.

Tienen bastantes caminadoras."
Sports World Manacar,4.4,831,5,Bien solo que deberían de poner más clases como pilates todos los días por la noche porque no son suficientes tbien inbiks para los horarios de 8 a 9 pm
Sports World Manacar,4.4,831,3,"No estoy inscrito!
Fui a pedir informes y la verdad está súper x. Está carísimo por lo que ofrecen. Hay mejores opciones. Lo único que podría valer la pena es el multiclub si te mueves mucho."
Sports World Manacar,4.4,831,4,"Están rebasados por el asunto de las toallas, a estas horas se hace fila, jo."
Sports World Manacar,4.4,831,3,"Antes era buenísimo. Ultimamente esta bien lleno, casi abarrotado y los entrenadores no ponen orden en aparatos y herramienta. Decidi no renovar."
Sports World Manacar,4.4,831,2,"Todo súper bien, pero llevan meses con problemas de falta de toallas… según el proveedor les queda mal."
Sports World Manacar,4.4,831,5,Excelente gimnasio. muy buenas clases y magníficas instalaciones
Sports World Manacar,4.4,831,5,Muy buen gimnasio
Sports World Manacar,4.4,831,5,Muy bien gym con excelentes servicios.
Sports World Manacar,4.4,831,5,"Equipo, instructores y vista"
Sports World Manacar,4.4,831,3,"Sin espacio.
Poco aire tratado"
Sports World Manacar,4.4,831,5,"Alberca helada.

Cada día el agua está más fría !!!"
Sports World Manacar,4.4,831,1,Mala atención al cliente.
Sports World Manacar,4.4,831,5,"Las instalaciones son muy agradables, todos son muy amables y atentos, el agua de la alberca siempre está limpia"
Sports World Manacar,4.4,831,5,
Sports World Manacar,4.4,831,5,
Sports World Manacar,4.4,831,4,
Sports World Manacar,4.4,831,3,
Sports World Manacar,4.4,831,5,
Sports World Manacar,4.4,831,5,
Sports World Manacar,4.4,831,4,
Sports World Manacar,4.4,831,4,
Sports World Manacar,4.4,831,5,
Sports World Manacar,4.4,831,5,
Sports World Manacar,4.4,831,5,
Sports World Manacar,4.4,831,4,
Sports World Manacar,4.4,831,5,
Sports World Manacar,4.4,831,5,
Sports World Manacar,4.4,831,5,
Sports World Manacar,4.4,831,5,
Sports World Manacar,4.4,831,3,
Sports World Manacar,4.4,831,5,
Sports World Metepec,4.3,288,4,"Muy muy buen club, el más limpio en el que he estado, creo que es su carta fuerte que todo está super limpio, pero por ejemplo el tema de la temperatura a veces estamos a 10 grados afuera y entras y parece que está el aire a todo lo que da. Solo pulir esos detalles, pero en general es muy buena opción."
Sports World Metepec,4.3,288,5,"Yo creo que un gimnasio super equipado de muy buena calidad, aunque sus instructores no son lo que esperas, pero para quien sabe guiarse solo está super...!!!"
Sports World Metepec,4.3,288,1,No lo he visitado y con los puras opiniones ya me dolió la cabeza 😒... Estube en la sucursal Querétaro y en verdad 10 d 10.... Estoy buscando una sucursal igual en Toluca... Tendré que buscar más opciones …
Sports World Metepec,4.3,288,5,"Excelente atención de parte de todo el personal, e instalaciones en excelente estado."
Sports World Metepec,4.3,288,1,"Imposible solicitar
informes por teléfono , nunca contestan o te cortan la lllamada."
Sports World Metepec,4.3,288,1,Gente muy elitista prepotentes nada éticos no lo recomiendo
Sports World Metepec,4.3,288,5,Todo bien. Amo ir a 🏊‍♀️ …
Sports World Metepec,4.3,288,5,Excelente gimnasio
Sports World Metepec,4.3,288,5,
Sports World Metepec,4.3,288,5,
Sports World Metepec,4.3,288,5,
Sports World Metepec,4.3,288,4,
Sports World Metepec,4.3,288,5,
Sports World Miguel Ángel de Quevedo,4,212,2,"El club está bien de equipo pero el mantenimiento deja mucho que desear. Tornillos flojos en las máquinas smith, el ab coaster hay que apretarle tuercas cada uso, las máquinas de abdomen tienen des soldadas piezas y rasguñan, las barras olímpicas hay que apretarlas cada uso también y para terminar de encantar el aire acondicionado no sirve hace mas de un año, cabe mencionar que el club esta en un sótano y no circula el aire si no prenden el sistema."
Sports World Miguel Ángel de Quevedo,4,212,2,"Es de los más sucios. En general esta bien para no perder el día de ejercicio pero si tienes multiclub definitivamente vale más la pena ir a otro. Los baños muy sucios, hongos en las regaderas. Mala ventilación."
Sports World Miguel Ángel de Quevedo,4,212,4,"Diría que es un SW mediano, con equipo apenas suficiente y en buenas condiciones, es raro que la alberca esté en medio pero cómo tiene ventanas se ve más grande de lo que es. Me gusta la ubicación del gimnasio, aunque no me gusta que esté en el sótano porque no hay luz natural."
Sports World Miguel Ángel de Quevedo,4,212,1,"Primera vez que vengo y ultima. Es el gimnqsio mas sucio al que he ido. Hace demasiado calor, esta superlleno, y la que atiende en recepcion se preocupq mas por hablar por telefono que por ayudarte"
Sports World Miguel Ángel de Quevedo,4,212,1,"Demasiado pago para encontrarme sucias las regaderas, turbia el agua y al coordinador de alberca con su carota, siempre en el celular y cero servicial, no te brinda juguetes para niños aunque sea horario libre porqué a él no se le da la gana, te pide las cosas de mala manera y te mal mira.

Desagradable y sin profesionalismo su nuevo ""coordinador"".

Deberían capacitar a su personal o elegirlo mejor, ya van como 3 coordinadores desde que estoy aquí y el mejor era Omar."
Sports World Miguel Ángel de Quevedo,4,212,4,"Tuve una mala experiencia con la clase de pilates de Irving Adán, era la primera que tomaba y me exigía como si la hubiera hecho toda la vida a nivel profesional xD, tuve que bajar el ritmo para no darme tirones pero no debería ser tan exigente con los nuevos, en las demás clases no tuve ningún problema y fueron bastante buenas, en la alberca luego esta una chava y un chavo que andan en su propio rollo entre ellos, no te prestan atención y raramente tienen aletas del 8, en las demás clases todo bien, deberían poner un letrero de tiempo para la centrifuga de secado como en sport city ya que hay gente que se avienta de 5 a 10 minutos secando su traje de baño y es un abuso de tiempo, he estado tentado a echar mi traje de baño al mismo tiempo hahaha, los equipos están en buen estado, no le doy 5 estrellas porque tiene muchas áreas de mejora, en diciembre quitan muchas clases por temporada navideña, así que yo creo que los veré hasta el siguiente año, el piso de la alberca si se llega a ver percudido, no aprecie del todo que fuera mugre, sino desgaste del material pero si le falta mantenimiento en ese sentido"
Sports World Miguel Ángel de Quevedo,4,212,5,"En general todo bien, lo único malo es cuando se descompone alguna polea tardan  semanas en componendas comparación de otros clubes que en días ya esta solventado."
Sports World Miguel Ángel de Quevedo,4,212,4,"El Sports World Miguel Ángel de Quevedo es un gimnasio que lo tiene todo: instalaciones de primera, personal capacitado, y servicios de lujo.

Puedes ejercitarte y relajarte en la alberca, el sauna, el baño de vapor, o las clases de yoga, o puedes desafiar tu resistencia y tu fuerza en los diferentes equipos de entrenamiento que tienen.

El gimnasio es espacioso y limpio, y el ambiente es motivador y divertido. El gimnasio te ofrece varias amenidades que hacen tu visita más cómoda, como toallas, shampoo y jabón, que no tienes que traer de tu casa.

El único pero que le pongo es que a diferencia de otros gimnasios de la cadena, el estacionamiento es muy caro y no dan cortesías."
Sports World Miguel Ángel de Quevedo,4,212,1,El sistema para el préstamo de toallas es de lo más inútil y poco práctico
Sports World Miguel Ángel de Quevedo,4,212,5,Es agradable y cuenta con variedad de clases
Sports World Miguel Ángel de Quevedo,4,212,5,
Sports World Miguel Ángel de Quevedo,4,212,5,
Sports World Nave 01,4.5,106,,"Equipment new, good customer service."
Sports World Nave 01,4.5,106,,
Sports World Nave 01,4.5,106,,
Sports World Obrero Mundial,4.2,719,1,"No entren a ese gimnasio, y les explico por qué.. yo estuve allí como 3 meses y desde hace tiempo me estoy dando de baja y es un problema, todavía me siguen cobrando 2 mil pesos después que me di de baja hace un mes, a cada rato tengo que estar llamando, y cada uno me dice cosas distintas.. ahora y que mi tarjeta estará afiliada hasta marzo con el riesgo de que me cobren el mes a mes, imagínate que para resolverme este problema es un lío ahora imagínate para hacerme un reembolso… son unas basuras yo a ese gimnasio no entro nunca más.. si no quieren que les roben no entren ahí.. yo tengo muchas cosas que hacer para estar en este problema por un simple gimnasio.. la peor experiencia.. no afilien su tarjeta de crédito ni débito allí."
Sports World Obrero Mundial,4.2,719,5,"Me encanta el gimnasio, personal muy amable, me encantan las clases que imparten. Las instalaciones son adecuadas, siempre hay equipo disponible. Yo voy a nadar, es mi actividad favorita y siento que he mejorado gracias a la maestra que tengo."
Sports World Obrero Mundial,4.2,719,1,"Pésima atención del personal. He solicitadp una factura desde hace 2 meses y no han sido capaces de dármela. El único motivo para ir ahí es porque queda cerca de mi casa, fuera de eso búsquense otra sucursal como la de Xola, donde al menos el personal tiene la amabilidad de saludar y verte a los ojos cuando llegas. Deberían realmente reevaluar la administración general de ese club."
Sports World Obrero Mundial,4.2,719,5,"Buen gimnasio, la atención es buena pero no es consistente en todo el personal. Cuenta con alberca, pesas, caminadoras, etc."
Sports World Obrero Mundial,4.2,719,2,"He asistido a muchos gimnasios, la verdad es que felicito al personal de limpieza, nunca me ha tocado un baño sucio. Pero por otro lado los couch de gym son nefastos, en especial JULIO que no te puede dar ni una instrucción ya que primero quiere dinero, si no les pagas el personalizado (que cuesta más de $5000 al mes) ni caso te hacen.
Voy a ese club por la cercanía pero me da coraje pagar $2,500 y que los instructores no quieran ni ayudarte con una rutina."
Sports World Obrero Mundial,4.2,719,1,"Los instructores están de adorno, vi a mucha gente haciendo mal un ejercicio y ellos están en su celular detrás del mostrador, solicite información de una máquina y solo me señaló donde estaba, sin importarle si sabía utilizarla o no, adicional, las máquinas son muy viejas, ultilice unos steps para hacer sentadilla y se resbalaban. Espero pueda mejorar la atención porque es un gimnasio muy bonito, pero literal hasta en smart fit que es un gym barato, los instructores están más atentos y al pendiente de los clientes."
Sports World Obrero Mundial,4.2,719,1,"El gimnasio muy bueno . Pero la verdad que la estructura administrativa es pésima., . Tienen muchísimos trámites y trabas para los clientes. Y cada vez q necesitas algo es un protocolo peor que como si te fueras a comprar una casa. Nada accesible. Te hacen llamar al call center. Pierdes tiempo en el lugar. Y por teléfono. Las membresías no son nada baratas para que no tengas nada accesible."
Sports World Obrero Mundial,4.2,719,1,"Es el último año que pago anualidad. Hoy en día tienes que improvisar demasiado para hacer tus ejercicios porque se llena de gente y el espacio es reducido. Las instalaciones están descuidadas y sucias, dejan hacer a la gente lo que quieran, poner sus bocinas en los vestidores, en el vapor, dejar las mancuernas tiradas, no exigen la limpieza después de terminar de usar las máquinas porque casi nunca hay toallas desinfectantes. En fin, parece un mercado y cada vez suben más el precio. Personal de recepción nada amable."
Sports World Obrero Mundial,4.2,719,1,Pensaba considerarlo pero después de leer todas las malas opiniones de los instructores altaneros (que no entienden que son los empleados de los que pagamos una membresía y coaching privado) y las pésimas instalaciones mejor me alejo.
Sports World Obrero Mundial,4.2,719,4,"Buen gimnasio como los de la cadena, el estacionamiento un tanto complicado.
Bien en general"
Sports World Obrero Mundial,4.2,719,5,"Muy buena opción para ejercitarse, algunos inconvenientes cuando se acumula gente pero la atención del personal es muy grata, los instructores brindan muy buen apoyo, así como los servicios médicos."
Sports World Obrero Mundial,4.2,719,3,"Me agrada este club en general. Lo único muy malo son las chicas que ponen en recepción, muy mala atención, hasta es incómodo."
Sports World Obrero Mundial,4.2,719,3,Otras sucursales son mejores que esta. En esta solo dan 2 horas de estacionamiento con precio preferencial y en otras dan 3 horas. Aquí la alberca la cierran a las 10PM y en otras sucursales a las 10:30PM. La limpieza de los vestidores siempre deja mucho que desear.
Sports World Obrero Mundial,4.2,719,5,"Hola, pueden darme información de sus membresía? Por favor"
Sports World Obrero Mundial,4.2,719,4,Su elevador funciona un promedio de 5 días al mes..estadística comprobable
Sports World Obrero Mundial,4.2,719,5,Muy limpio.  Personal en la recepción muy amable.
Sports World Obrero Mundial,4.2,719,5,Mi lugar favorito para quitar estrés y cuidar mi salud física.
Sports World Obrero Mundial,4.2,719,5,"Súper buenas instalaciones, gran variedad de clases."
Sports World Obrero Mundial,4.2,719,5,Bien equipado y con instructores entrenados y atentos.
Sports World Obrero Mundial,4.2,719,4,Esta bueno la verdad... pero a algunas cosas deben realizarles mantenimiento.
Sports World Obrero Mundial,4.2,719,1,El domingo 14 de enero no abrió
Sports World Obrero Mundial,4.2,719,5,Está muy completo
Sports World Obrero Mundial,4.2,719,2,Muy mala administración
Sports World Obrero Mundial,4.2,719,2,Bajo mucho la respuesta y calidad de servicio.
Sports World Obrero Mundial,4.2,719,5,
Sports World Obrero Mundial,4.2,719,5,
Sports World Obrero Mundial,4.2,719,4,
Sports World Obrero Mundial,4.2,719,4,
Sports World Obrero Mundial,4.2,719,5,
Sports World Obrero Mundial,4.2,719,5,
Sports World Obrero Mundial,4.2,719,4,
Sports World Obrero Mundial,4.2,719,5,
Sports World Obrero Mundial,4.2,719,5,
Sports World Pabellón Bosques,4.2,89,1,"Tienen un pésimo servicio. Los entrenadores solo te ayudan si pagas personal trainer. El vendedor fue todo una mentira lo que me dijo. Saul. No le crean nada.
Los baños sucios.
Y para darme de baja, aunque no haya pisado el gym por 3 meses, no lo puedo hacer. Lean la letra chica del contrato. Servicio al cliente fatal. Tanto en recepción (no resuelven nada) como por telefono."
Sports World Pabellón Bosques,4.2,89,4,"Es un Club que ya tiene varios en operacion ,le falta una remodelacion, por todo lo demas esta tranquilo para entrenar"
Sports World Pabellón Bosques,4.2,89,1,"La peor atención, el ambiente más guarro, los entrenadores un asco, la atención nula, los socios unos nacos. Jamás regresaría ahí."
Sports World Pabellón Bosques,4.2,89,5,
Sports World Pabellón Bosques,4.2,89,4,
Sports World Palmas,4.2,408,5,"Excelente opción para peso muerto y cardio. El gimnasio está repartido en tres pisos, por lo tanto, sentirás que todos los días hiciste un poco de pierna. Al estar ubicado en una zona godin, tendrás una muy mala experiencia si vas en horas pico, pero fuera de eso y en fines de semana, está perfecto.
Si quieres nadar, te conviene llegar muy temprano porque la alberca solo tiene dos carriles."
Sports World Palmas,4.2,408,3,"Ya se nota que es un gimnasio antiguo, el equipo está en medianas condiciones, la alberca es muy pequeña, el sauna igual y está dividido en tres pisos; lástima de la ubicación, al menos espero le sigan dando mantenimiento."
Sports World Palmas,4.2,408,3,"Varios de los aparatos están ya viejos o muy maltratados, en algunos no se alcanza a leer el peso de las barras, los instructores son muy buenos, pero deberían tener una distribución homogénea en cuanto al tipo, días y horarios. Los usuarios son muy sucios y dejan sus toallas tiradas por todo el vestidor, al igual que las toallas desinfectantes las dejan tiradas por toda la instalación, deben promover una cultura de higiene. A cada rato tienen problema en el desabasto de toallas, deberían o pedir más o fomentar un uso no abusivo por parte de los usuarios."
Sports World Palmas,4.2,408,1,"Pésimo, la alberca que tienen no se le ha dado mantenimiento en años, está toda llena de moh en las paredes y me acaban de diagnosticar Prurito del nadador por nadar en agua con bacterias. Que asco!! #sportsworld que vas a hacer al respecto, te aviso q me voy a la profeco"
Sports World Palmas,4.2,408,1,"Hoy 27 de septiembre no habia toallas ni agua caliente. Por $2,000 de mensualidad deberian poder garantizar los servicios basicos.
Ni el Smart Fit se queda sin agua caliente.
Ojo: A veces ni agua tienen en las regaderas."
Sports World Palmas,4.2,408,1,"El personal de recepción es muy grosero, además los administrativos y la gerencia tratan mal a su empleados de limpieza, ni comer los dejan ya; además ni planta de luz tienen. Nunca hay toallas."
Sports World Palmas,4.2,408,1,Sin toallas.pero cobrar si saben....
Sports World Palmas,4.2,408,3,Un gym sin toallas… como muchos otros SW en este 2023
Sports World Palmas,4.2,408,5,Muy buen lugar para hacer ejercicio
Sports World Palmas,4.2,408,2,Muy regular.
Sports World Palmas,4.2,408,1,No hay toallas.
Sports World Palmas,4.2,408,5,
Sports World Palmas,4.2,408,5,
Sports World Palmas,4.2,408,5,
Sports World Palmas,4.2,408,5,
Sports World Palmas,4.2,408,5,
Sports World Palmas,4.2,408,4,
Sports World Palmas,4.2,408,5,
Sports World Palmas,4.2,408,4,
Sports World Palmas,4.2,408,5,
Sports World Palmas,4.2,408,5,
Sports World Palmas,4.2,408,5,
Sports World Palmas,4.2,408,5,"Excelente opción para peso muerto y cardio. El gimnasio está repartido en tres pisos, por lo tanto, sentirás que todos los días hiciste un poco de pierna. Al estar ubicado en una zona godin, tendrás una muy mala experiencia si vas en horas pico, pero fuera de eso y en fines de semana, está perfecto.
Si quieres nadar, te conviene llegar muy temprano porque la alberca solo tiene dos carriles."
Sports World Palmas,4.2,408,3,"Ya se nota que es un gimnasio antiguo, el equipo está en medianas condiciones, la alberca es muy pequeña, el sauna igual y está dividido en tres pisos; lástima de la ubicación, al menos espero le sigan dando mantenimiento."
Sports World Palmas,4.2,408,3,"Varios de los aparatos están ya viejos o muy maltratados, en algunos no se alcanza a leer el peso de las barras, los instructores son muy buenos, pero deberían tener una distribución homogénea en cuanto al tipo, días y horarios. Los usuarios son muy sucios y dejan sus toallas tiradas por todo el vestidor, al igual que las toallas desinfectantes las dejan tiradas por toda la instalación, deben promover una cultura de higiene. A cada rato tienen problema en el desabasto de toallas, deberían o pedir más o fomentar un uso no abusivo por parte de los usuarios."
Sports World Palmas,4.2,408,1,"Pésimo, la alberca que tienen no se le ha dado mantenimiento en años, está toda llena de moh en las paredes y me acaban de diagnosticar Prurito del nadador por nadar en agua con bacterias. Que asco!! #sportsworld que vas a hacer al respecto, te aviso q me voy a la profeco"
Sports World Palmas,4.2,408,1,"Hoy 27 de septiembre no habia toallas ni agua caliente. Por $2,000 de mensualidad deberian poder garantizar los servicios basicos.
Ni el Smart Fit se queda sin agua caliente.
Ojo: A veces ni agua tienen en las regaderas."
Sports World Palmas,4.2,408,1,"El personal de recepción es muy grosero, además los administrativos y la gerencia tratan mal a su empleados de limpieza, ni comer los dejan ya; además ni planta de luz tienen. Nunca hay toallas."
Sports World Palmas,4.2,408,1,Sin toallas.pero cobrar si saben....
Sports World Palmas,4.2,408,3,Un gym sin toallas… como muchos otros SW en este 2023
Sports World Palmas,4.2,408,5,Muy buen lugar para hacer ejercicio
Sports World Palmas,4.2,408,2,Muy regular.
Sports World Palmas,4.2,408,1,No hay toallas.
Sports World Palmas,4.2,408,5,
Sports World Palmas,4.2,408,5,
Sports World Palmas,4.2,408,5,
Sports World Palmas,4.2,408,5,
Sports World Palmas,4.2,408,5,
Sports World Palmas,4.2,408,4,
Sports World Palmas,4.2,408,5,
Sports World Palmas,4.2,408,4,
Sports World Palmas,4.2,408,5,
Sports World Palmas,4.2,408,5,
Sports World Palmas,4.2,408,5,
Sports World Paseo Interlomas,4.3,167,1,"Malísima la atención de el gerente Omar y sus ejecutivos, Juan Acevedo. Son prepotentes y groseros con los clientes. Deben darles una capacitación porfavor y decirles que no importa que plan contrate el cliente. NO EXISTE CLIENTE PEQUEÑO"
Sports World Paseo Interlomas,4.3,167,1,"Ya va casi un mes que no abren el club de paseo Interlomas, nadie da respuesta, solo largas pero no hay ningún tipo de reembolsó."
Sports World Paseo Interlomas,4.3,167,1,"¿Que Pasa, esta Clausurado por violencia de género, cuando abren?"
Sports World Paseo Interlomas,4.3,167,1,Esta clausurado.
Sports World Paseo Interlomas,4.3,167,5,
Sports World Paseo Interlomas,4.3,167,5,
Sports World Paseo Interlomas,4.3,167,5,
Sports World Paseo Interlomas,4.3,167,4,
Sports World Paseo Interlomas,4.3,167,4,
Sports World Paseo Interlomas,4.3,167,5,
Sports World Paseo Interlomas,4.3,167,5,
Sports World Paseo Interlomas,4.3,167,4,
Sports World Paseo Interlomas,4.2,188,1,Se la pasan abriendo y cerrando por mantenimiento mientras te dicen que puedes ir a otro club . Les pedí que me pospusieran 15 dias mi anualidad porque no me acomoda ir a otro club y cero flexibles. Te complican la vida y tu si te tienes que ajustar
Sports World Paseo Interlomas,4.2,188,5,"Es amplio estacionamiento cubierto, muy cómodo todo en un nivel buenos profesores

Lo único es que están muy poco viejas las instalaciones"
Sports World Paseo Interlomas,4.2,188,4,Muy amplio y exelente lugar para ejercitarse
Sports World Paseo Interlomas,4.2,188,1,"Caen gotas de agua por lluvia y cierran una semana increíble que pase eso, y además le echan la culpa a la plaza ya quiero ver al Starbucks cerrado una semana jajaja pésimo su ""Director de Operaciones"" de la Zona no se que hace pero asumo que no gran cosa y el depto legal menos, qué triste"
Sports World Paseo Interlomas,4.2,188,1,"Violaron un chava, un instructor, por el momento esta cerrado por la fiscalía de género. Asco se personal."
Sports World Paseo Interlomas,4.2,188,2,Alguien sabe si ya están abriendo? Me quiero inscribir pero dudo por los comentarios
Sports World Paseo Interlomas,4.2,188,2,La actitud del staff deja mucho que desear
Sports World Paseo Interlomas,4.2,188,2,Cerraron sin decirnos nada.
Sports World Paseo Interlomas,4.2,188,3,El techo se está cayendo.
Sports World Paseo Interlomas,4.2,188,5,"Excelente club, cuenta con las normas de salubridad, lokers con máximo nivel de seguridad l, equipos de entrenamiento nuevos, cuenta con alberca 👌 …"
Sports World Paseo Interlomas,4.2,188,5,Completo
Sports World Paseo Interlomas,4.2,188,4,
Sports World Paseo Interlomas,4.2,188,4,
Sports World Paseo Interlomas,4.3,167,1,"Malísima la atención de el gerente Omar y sus ejecutivos, Juan Acevedo. Son prepotentes y groseros con los clientes. Deben darles una capacitación porfavor y decirles que no importa que plan contrate el cliente. NO EXISTE CLIENTE PEQUEÑO"
Sports World Paseo Interlomas,4.3,167,1,"Ya va casi un mes que no abren el club de paseo Interlomas, nadie da respuesta, solo largas pero no hay ningún tipo de reembolsó."
Sports World Paseo Interlomas,4.3,167,1,"¿Que Pasa, esta Clausurado por violencia de género, cuando abren?"
Sports World Paseo Interlomas,4.3,167,1,Esta clausurado.
Sports World Paseo Interlomas,4.3,167,5,
Sports World Paseo Interlomas,4.3,167,5,
Sports World Paseo Interlomas,4.3,167,5,
Sports World Paseo Interlomas,4.3,167,4,
Sports World Paseo Interlomas,4.3,167,4,
Sports World Paseo Interlomas,4.3,167,5,
Sports World Paseo Interlomas,4.3,167,5,
Sports World Paseo Interlomas,4.3,167,4,
Sports World Patio Tlalpan,3.8,248,1,"Deshonestos, mañosos, pésima atención, no dan información.
Saque una membresía en 2021 si, con cargo automático, pero en ese mismo 2021 compre otro servicio de contado por dos años, anulando el primer servicio contratado,   pregunte a diferentes personas que trabajan ahí y todas me dijeron mi membresía acababa el 30 de setiembre 2023 y pregunte promociones para reactivar mi membresía durante agosto septiembre y octubre 2023 y siempre me dijeron que ya no tenia acceso, y dije me esperaria a alguna promocion, y en noviembre me cae un cargo automático por $2414.00, y su respuesta fue que octubre solicitce una ampliación por vacaciones cosa que es mentira y que jamás me informaron aún así cuando pregunte y pregunte y me dijeron ya no tenis acceso y 2, que el cargo mensual que hice en el 2021 y que no aplicaron por 26 meses, se reactivo por que no di la baja? Si dieran información clara y honesta, seguiría con mi membresia  no solo perdieron la mía, sino la de mi familia.  Tenia otra membresía familiar de san angel desde el 2007 y todo perdieron. No confíen en la información,  me siento timada por las personas que saludaba todos los dias, no acudan, pesimo trato. En vez de cuidar a sus clientes, los tratan de la peor manera y a vuelta y vuelta."
Sports World Patio Tlalpan,3.8,248,1,"ALERTA DE FRAUDE.
Domicilian tarjetas sin previo aviso, acepté pagar dos años a una mensualidad de 1,000. Al concluir este tiempo cargaron más de 2,000 pesos a mi tarjeta sin ningún tipo de aviso, solicité mi reembolso hace más de dos semanas y cada vez que pido seguimiento sólo dan largas y excusas.
No regalen su dinero, es un fraude y hay mejores gimnasios y más baratos, las regaderas están en mal estado, la alberca demasiado caliente y pequeña, el vapor y el sauna están cerrados a cada rato y el gimnasio es demasiado pequeño."
Sports World Patio Tlalpan,3.8,248,1,"Es un exceso lo que cobran por un entrenador ""ALFA"", los entrenadores de piso como le llaman ellos, no te dan una rutina de ejercicios, ni te hacen caso, pretenden que pagues por un entrenador personalizado que además lo único que hace es venderse muy caro, estar ligando con sus entrenos mujeres, admirar su físico en el espejo y andarse luciendo por los pasillos del gimnasio. Si no tienes idea de como usar un aparato tienes que ir a rogarle al de piso que te explique por que insisto, los disque ALFA se cotizan a otro nivel. En resumen, la mensualidad es bastante alta como para que no tengas la opción de una buena rutina de ejercicios a menos que pagues aún más por un entrenador personalizado. Las clases tampoco tienen lugares suficientes para la afluencia de personas que asisten. Pésimo servicio!"
